param_0,param_1
0.9339889915199994,0.6658001779898541
0.6715455894697483,1.4498207165489487
1.164171401440231,0.02656760505204887
0.5235220555619242,1.5102045338914916
1.2044002966285159,0.08928142981475276
0.15709469107550705,0.6006944331650641
1.1503793810830696,0.707992712380111
0.22120521761916823,1.950941586647845
0.6520099360411177,1.4779794839813805
0.8678699858211757,1.2697695835318727
0.055220930637336886,1.318611219860298
1.7167535320827214,1.652371617209245
1.519583373727473,0.43965174750743774
0.34627899586723954,0.29059773734939337
1.6180064006050958,0.43213565059291287
1.9717381312729527,1.9926309335354333
1.3593942508833816,1.2940703134966036
1.570035264262249,1.0807369348802702
1.9143591133550864,1.2009874596621948
0.6056151971006761,0.4733783717393623
0.042366068373685534,0.23717125903405986
1.8917844467603684,0.5108396993889748
0.15235678298903288,1.9268436439948216
1.5474158668392393,0.6545629947394055
1.39026233174966,1.7677565192839215
0.05024444553434566,1.9212872138166766
1.6720079539264205,1.0749773405707563
0.09631411241536077,0.9589463828668237
1.6327978271923373,1.9447424708628682
1.6460806024951593,0.6978477270136901
0.34120363526734593,0.9306088283015711
0.2794878360347086,0.11189833981458452
1.8787700856588592,0.13010933220169893
1.2933571792042484,1.5282627341667059
1.4650823404847957,1.4923265340197749
0.23859113839493806,1.3688499039963133
0.5622899872176991,1.5660053172397856
0.9913400684111772,0.9758836058793462
0.6486929632714984,1.8281772104973535
1.5428968039875675,1.0621711517192438
0.41374704447609917,0.3203974487308443
1.3601912153802873,0.0942882931437
1.3154514448527903,1.1857338425738453
0.037198060292333364,1.5997327576099702
0.4480234599752926,0.8297553393639093
1.6126060239246764,1.555701745441066
0.8200942844105332,1.3391980979541669
0.15141001650282987,0.6237370750551219
0.14233173017063086,1.709540473925078
1.2902046155624165,1.6443977910841028
0.6977977657754262,0.30075847090603947
1.2581700896887262,0.6766789575303157
0.2533334157123269,0.6337228922907285
0.45954503996009943,1.9807425827958853
1.539019570099716,1.2800917126676825
0.493269236153952,1.3406359388802422
1.5678186273224453,1.844362154670776
1.2264769862853904,1.9735594595248414
1.9586240154113042,0.24039042550721118
1.8462784129979726,0.9997946757083517
1.3098439869416643,1.7242027628244807
0.543339355698782,1.6217867618345854
0.8531464291912059,1.3059650267515501
0.6466363567218679,0.36017871864727125
1.4055998309112363,1.420176225585745
0.26211437981180535,1.0521476630653508
0.4656665510985646,0.7335331272050191
1.4188732169972196,0.4133002611903551
1.499956642117025,0.4703519913576788
0.5441545142843005,0.12500592807054414
1.0931189933425993,1.881235487441426
0.4073960469990538,0.210186008753509
0.9588496757451315,1.1611600265047752
1.7750615822297706,1.8164191657542277
0.6007118505934755,0.16904064472249958
0.9741655312017876,0.18431237126683023
0.005540198809819505,0.3834749499824713
1.4949281583519844,0.5789732751855227
0.9045330285890638,1.1657560776878835
1.8951068419638786,1.1246324098224545
0.47350627007864626,1.9906046195807208
1.1222378224032103,0.07001286228631774
1.5863899895562448,0.22002277033756232
1.6074075609259337,0.7988715051784607
0.22566993905928592,0.35077704041153907
0.6208114480819741,0.2673652906747823
0.3715505095327014,0.5989210623777633
1.721439162278507,0.30812526382235655
0.4358836695809887,0.6374556571621068
1.5959029299386371,1.327789425452377
0.24767811530009037,1.0783666036953048
0.9235025350086378,1.806368032322295
0.8783291506780858,1.8666793097798922
1.1688678924728937,1.7604165761936161
0.6342691194070467,0.8903685338287796
0.9845301927493114,0.8231982648183342
1.306232865046724,1.6316317556539313
1.3734970370886963,0.37015240028546836
1.9489397609541348,0.36739192021207234
0.9979126306929867,1.7203401835300423
0.8583733935659174,0.6578192438511328
0.03598868291553703,0.22551933122873544
0.07484572892321939,0.9787818910221381
0.2701688470240518,0.516342439062026
0.8381677785714057,1.5187632102971407
0.786966267123948,0.9526221529273777
1.3715436855991578,0.8084991832848307
1.8203784753300516,0.5699997142203208
0.7656817140417368,1.8747967666286893
0.10729780874734586,1.6157442238019206
0.5846302572217075,0.6835345409799933
0.6180156309868722,0.7225684085619309
0.8250522001057045,1.6922593713319636
0.7060048749509962,0.218470432401611
1.5633194628317892,0.4497124278924842
1.8828906033644857,1.855384554918111
1.6520195521393342,1.8486097568312
1.8499074386076262,0.9030791486641263
0.5581327073174475,1.4183647287581465
0.11815581795903755,0.7470401114267081
1.4337817004138673,0.7417043932630406
0.33299271927078605,0.781637379999637
0.7177901308755507,0.8876784386204717
